start_time,total_flight_time,total_flight_distance,is_collided,safety_ratio_agent,average_planning_time,min_planning_time,max_planning_time,initial_traj_planning_time,obstacle_prediction_time,goal_planning_time,lsc_generation_time,sfc_generation_time,traj_optimization_time,mission_file_name,world_file_name,planner_mode,prediction_mode,initial_traj_mode,slack_mode,goal_mode,world_dimension,dt,horizon,N_constraint_segments
1688419578.734550376,26.2,195.356,0,1.08041,0.0120633,0.00550194,0.06382,9.44541e-07,3.46589e-05,0.00400718,6.96505e-05,0.000626089,0.00730844,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_30_0.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688419628.790781894,38.4,214.541,0,1.09961,0.0125913,0.00526358,0.100788,9.841e-07,3.48204e-05,0.004579,6.92025e-05,0.000600197,0.00729095,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_30_1.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688419704.475914882,1e+09,227.59,0,1.02058,0.01169,0.00547506,0.0753233,1.02328e-06,3.46314e-05,0.00343055,7.07761e-05,0.000615629,0.00752091,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_30_10.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688419813.061234822,26.4,236.294,0,1.0958,0.0123766,0.00549534,0.0539521,9.36853e-07,3.48904e-05,0.00447044,6.87838e-05,0.000615312,0.00716974,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_30_11.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688419864.691836147,1e+09,200.342,0,1.04571,0.0119829,0.00501587,0.073632,1.00003e-06,3.63355e-05,0.00362648,7.49827e-05,0.000677517,0.00754895,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_30_12.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688419976.233185436,1e+09,232.539,0,1.09038,0.0121333,0.00559099,0.0499164,1.13036e-06,4.14523e-05,0.00384498,7.56428e-05,0.00074166,0.00740454,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_30_13.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688420088.992509091,22.2,191.224,0,1.04107,0.011999,0.00589653,0.0432886,1.14478e-06,3.46636e-05,0.00399136,6.99312e-05,0.000666828,0.00721838,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_30_14.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688420131.406127220,31.6,211.86,0,1.03489,0.0131271,0.00566263,0.0768044,1.29862e-06,3.543e-05,0.00503054,6.98543e-05,0.000614267,0.00735856,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_30_15.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688420196.718752816,1e+09,178.135,0,1.16433,0.0112163,0.00520813,0.0792797,1.23225e-06,3.6049e-05,0.00314175,7.23099e-05,0.000651993,0.00729562,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_30_16.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688420301.500981479,1e+09,193.594,0,1.04402,0.0117555,0.00533841,0.0581694,1.03563e-06,3.69686e-05,0.00373921,6.8872e-05,0.000769148,0.00711971,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_30_17.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688420410.565273522,1e+09,199.225,0,1.00463,0.0110428,0.00509851,0.0611144,1.01055e-06,3.3776e-05,0.00317288,7.24508e-05,0.00058433,0.00716381,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_30_18.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688420513.374432733,1e+09,210.857,0,1.12882,0.0104278,0.00530191,0.0946076,9.67604e-07,3.16406e-05,0.00318646,6.68303e-05,0.000548841,0.00657995,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_30_19.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688420610.398518543,1e+09,236.337,0,1.00653,0.0103531,0.00494322,0.0621122,9.56324e-07,3.41717e-05,0.00314982,6.6644e-05,0.000623672,0.00646133,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_30_2.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688420706.779305632,29,202.501,0,1.01902,0.0104424,0.00529122,0.0485867,9.24584e-07,3.0969e-05,0.00341418,6.50123e-05,0.000580558,0.00633792,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_30_20.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688420754.768246271,34.2,235.776,0,1.07625,0.0113476,0.00489902,0.0767132,9.05205e-07,3.02035e-05,0.00445115,6.4048e-05,0.000517102,0.00627191,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_30_21.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688420815.715575205,1e+09,219.578,0,1.03857,0.0100836,0.00492434,0.0536683,8.99412e-07,2.99804e-05,0.00304108,6.33224e-05,0.000548368,0.00638781,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_30_22.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688420909.643748827,1e+09,180.114,0,1.10726,0.00957257,0.00513891,0.0593699,8.97047e-07,3.03827e-05,0.00286657,6.4117e-05,0.000484278,0.00611419,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_30_23.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688420998.915975337,1e+09,192.398,0,1.03286,0.0101064,0.00539948,0.0545137,9.7474e-07,3.0564e-05,0.00313411,6.48592e-05,0.000549299,0.00631424,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_30_24.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688421093.041219858,1e+09,201.592,0,1.04856,0.0117241,0.00512305,0.117966,1.05858e-06,3.73912e-05,0.00422545,7.07379e-05,0.000730966,0.00663792,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_30_25.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688421201.792841351,27,216.516,0,1.10306,0.0110602,0.00422863,0.0652878,9.13021e-07,3.04437e-05,0.00427953,6.39541e-05,0.000521908,0.00615119,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_30_26.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688421249.088700055,1e+09,215.339,0,1.13668,0.0105951,0.00468361,0.053018,9.80516e-07,3.56229e-05,0.00337121,6.82923e-05,0.000631933,0.00646842,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_30_27.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688421347.634710597,1e+09,196.063,0,1.09793,0.0103713,0.00468599,0.0554157,1.0018e-06,3.23794e-05,0.00295272,6.8657e-05,0.000603741,0.00669934,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_30_28.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688421444.332300945,1e+09,187.168,0,1.12661,0.0104481,0.00515704,0.0597374,1.05426e-06,3.2177e-05,0.00294234,6.78286e-05,0.000597631,0.00679359,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_30_29.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688421541.717131473,28.6,191.578,0,1.0793,0.0112061,0.00492766,0.0949221,1.08914e-06,3.36838e-05,0.00358629,6.94959e-05,0.000592331,0.00690846,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_30_3.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688421592.585570174,1e+09,202.076,0,1.04595,0.0113052,0.00523339,0.0673788,1.12334e-06,3.61397e-05,0.00342787,7.13891e-05,0.000682723,0.00706788,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_30_4.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688421697.684348304,25.8,193.634,0,1.01299,0.0102852,0.00493619,0.0570159,9.04222e-07,3.06267e-05,0.00354201,6.35012e-05,0.000481333,0.00615457,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_30_5.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688421739.881410757,27.6,218.577,0,1.02469,0.0109197,0.00454512,0.0661112,9.35477e-07,3.04255e-05,0.0041458,6.28029e-05,0.000483263,0.00618437,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_30_6.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688421787.603994661,1e+09,218.347,1,0.793217,0.0122752,0.00463663,0.575946,1.1417e-06,3.94098e-05,0.00420783,7.32805e-05,0.000741526,0.0071898,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_30_7.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688421901.420623858,1e+09,202.543,0,1.05779,0.0104923,0.00522642,0.0874959,1.03678e-06,3.2888e-05,0.00303441,6.89767e-05,0.000546699,0.00679443,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_30_8.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688421999.132330597,1e+09,209.653,0,1.05503,0.0115747,0.00584153,0.0733876,1.15584e-06,3.89349e-05,0.00365979,8.925e-05,0.000727639,0.00703507,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_30_9.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
