start_time,total_flight_time,total_flight_distance,is_collided,safety_ratio_agent,average_planning_time,min_planning_time,max_planning_time,initial_traj_planning_time,obstacle_prediction_time,goal_planning_time,lsc_generation_time,sfc_generation_time,traj_optimization_time,mission_file_name,world_file_name,planner_mode,prediction_mode,initial_traj_mode,slack_mode,goal_mode,world_dimension,dt,horizon,N_constraint_segments
1688416204.398563375,21.6,120.375,0,1.18375,0.010832,0.00578184,0.0524492,8.53359e-07,2.34734e-05,0.00346799,4.83801e-05,0.000638454,0.00663913,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_20_0.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688416229.359412500,29.4,157.309,0,1.09666,0.0119237,0.00521918,0.0917828,8.62506e-07,2.41658e-05,0.00476821,4.78673e-05,0.00055579,0.00651275,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_20_1.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688416266.152653104,1e+09,138.893,0,1.10127,0.0113777,0.00501531,0.0894346,1.0394e-06,2.94183e-05,0.00352126,5.39715e-05,0.000711867,0.00703945,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_20_10.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688416336.730454161,23.6,117.313,0,1.17861,0.0126289,0.00523103,0.061364,1.28088e-06,2.69579e-05,0.00452549,5.25316e-05,0.000673278,0.00733209,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_20_11.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688416368.287681948,1e+09,134.521,0,1.15346,0.0110515,0.00442635,0.0744196,1.12978e-06,2.48396e-05,0.0035714,5.10407e-05,0.00062843,0.00675961,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_20_12.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688416436.909257508,1e+09,140.806,0,1.12668,0.0112134,0.00456414,0.0679793,1.18231e-06,2.54728e-05,0.00364306,5.28113e-05,0.000624519,0.00685084,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_20_13.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688416506.499655901,25.8,147.481,0,1.10127,0.0116911,0.00520743,0.080824,1.17072e-06,2.52025e-05,0.00399846,4.96091e-05,0.000639587,0.00696154,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_20_14.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688416538.427404308,1e+09,138.955,1,0.793217,0.013195,0.00447142,0.0815201,1.20722e-06,2.97662e-05,0.00517453,5.58865e-05,0.000692707,0.00722016,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_20_15.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688416619.782463510,1e+09,155.117,0,1.16091,0.0115191,0.00493871,0.0656433,1.18339e-06,2.9288e-05,0.00349367,5.49488e-05,0.000764309,0.0071557,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_20_16.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688416691.018603464,1e+09,121.84,0,1.16566,0.00955768,0.00470219,0.042518,1.00054e-06,2.25499e-05,0.0029002,4.70356e-05,0.00050708,0.00606738,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_20_17.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
