start_time,total_flight_time,total_flight_distance,is_collided,safety_ratio_agent,average_planning_time,min_planning_time,max_planning_time,initial_traj_planning_time,obstacle_prediction_time,goal_planning_time,lsc_generation_time,sfc_generation_time,traj_optimization_time,mission_file_name,world_file_name,planner_mode,prediction_mode,initial_traj_mode,slack_mode,goal_mode,world_dimension,dt,horizon,N_constraint_segments
1688497769.151537428,34.4,221.94,0,1.07361,0.0111688,0.00573801,0.0466793,8.09822e-07,3.41461e-05,0.00293427,6.88976e-05,0.000588241,0.00752684,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_30_0.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688497829.648282242,35,190.948,0,1.00625,0.0105694,0.00542085,0.0468393,8.84113e-07,3.43805e-05,0.00227083,6.86209e-05,0.000594141,0.00758445,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_30_1.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688497887.999686242,37.6,227.876,0,1.00459,0.0110329,0.00512758,0.0612032,8.28734e-07,3.3323e-05,0.00282936,6.7817e-05,0.000616273,0.00747016,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_30_10.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688497953.073934128,39.4,208.799,0,1.02976,0.0123913,0.00534745,0.0734513,1.10815e-06,3.99652e-05,0.00242943,8.02328e-05,0.000774057,0.00904579,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_30_11.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688498030.242306404,24.4,181.05,0,1.09764,0.0166461,0.00601302,0.118692,1.58599e-06,5.17668e-05,0.00411674,9.88206e-05,0.0010007,0.0113464,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_30_12.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688498095.298481520,34,206.846,0,1.02315,0.0135016,0.0057939,0.0781017,1.16929e-06,4.18979e-05,0.00325387,8.15802e-05,0.000799108,0.00930172,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_30_13.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688498167.379766243,29.6,217.581,0,1.03631,0.0102174,0.00513652,0.0446869,7.97568e-07,3.19947e-05,0.00252696,6.51826e-05,0.000543622,0.00703498,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_30_14.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688498215.206616383,41.4,226.42,0,1.00286,0.0103016,0.0053481,0.0563735,7.36845e-07,3.18759e-05,0.00253504,6.51651e-05,0.000548366,0.00710698,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_30_15.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688498282.137702246,37.8,237.231,0,1.02454,0.0106041,0.00505366,0.050408,7.67586e-07,3.21204e-05,0.0027958,6.54042e-05,0.000536326,0.00716004,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_30_16.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688498345.056740475,39.8,229.901,0,1.00402,0.0103214,0.00529299,0.0438803,7.9676e-07,3.17279e-05,0.00243713,6.45479e-05,0.000551868,0.00722188,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_30_17.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688498409.664302419,39.2,228.065,0,1.04629,0.0116277,0.00532858,0.0752092,9.89125e-07,3.71062e-05,0.00257223,7.39402e-05,0.000699648,0.008226,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_30_18.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688498481.165788048,41.8,213.356,0,1.06336,0.0122683,0.00545145,0.0670443,9.70364e-07,3.79454e-05,0.0027957,7.68753e-05,0.000725906,0.0086126,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_30_19.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688498561.501283702,38.6,201.537,0,1.05222,0.010039,0.00539971,0.0547581,7.779e-07,3.18034e-05,0.00232445,6.61461e-05,0.000575882,0.00702645,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_30_2.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688498622.488454591,36.6,235.925,0,1.04578,0.011175,0.00502723,0.060698,8.78204e-07,3.39483e-05,0.0029863,6.97228e-05,0.000601609,0.00746765,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_30_20.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688498686.827635100,40.4,235.015,0,1.00366,0.0102816,0.00508885,0.0403166,7.58567e-07,3.21247e-05,0.00257869,6.50487e-05,0.0005551,0.00703667,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_30_21.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688498752.092051412,35.6,244.34,0,1.00567,0.0102887,0.00526148,0.0463835,7.90565e-07,3.17538e-05,0.00255761,6.49486e-05,0.000550752,0.00706955,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_30_22.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
