id,t,px,py,pz,vx,vy,vz,ax,ay,az,planning_time,qp_cost,planning_report,size
0,0,-1.5,0,0.6,0,0,0,0,0,0,0.0301907,2.01371,5,0.15
0,0.1,-1.49842,1.48839e-05,0.600008,0.0448748,0.000422521,0.000234973,0.797778,0.00751149,0.00417605,0.0301907,2.01371,5,0.15
0,0.2,-1.4893,0.00010071,0.600056,0.141826,0.00133538,0.000742078,1.06376,0.0100153,0.00560284,0.00528067,1.65214,5,0.15
0,0.3,-1.46922,0.000289839,0.600161,0.26385,0.00248424,0.00138376,1.30166,0.0122555,0.00683963,0.00528067,1.65214,5,0.15
0,0.4,-1.43644,0.000598455,0.600333,0.38912,0.0036637,0.00203997,1.1484,0.0108122,0.00604987,0.00527613,1.30719,5,0.15
0,0.5,-1.39168,0.00101987,0.600568,0.505635,0.00476071,0.00265306,1.12475,0.0105898,0.00591204,0.00527613,1.30719,5,0.15
0,0.6,-1.33592,0.0015449,0.600861,0.604337,0.00569001,0.00317097,0.809073,0.007618,0.00423193,0.00532985,0.973162,5,0.15
0,0.7,-1.27151,0.00215134,0.601199,0.682011,0.00642137,0.00357712,0.699997,0.00659104,0.00365451,0.00532985,0.973162,5,0.15
0,0.8,-1.20028,0.00282193,0.601572,0.736892,0.00693813,0.00386387,0.367582,0.00346104,0.00190735,0.00433143,0.687104,5,0.15
0,0.9,-1.12484,0.00353225,0.601968,0.7702,0.00725175,0.00403672,0.263296,0.00247914,0.00136346,0.00433143,0.687104,5,0.15
0,1,-1.04691,0.00426598,0.602376,0.783685,0.00737873,0.00410676,-0.0168979,-0.000159256,-0.000119209,0.0045173,0.467255,5,0.15
0,1.1,-0.968662,0.00500275,0.602786,0.780251,0.00734639,0.00408608,-0.0804476,-0.000757456,-0.000439584,0.0045173,0.467255,5,0.15
0,1.2,-0.891335,0.00573081,0.603191,0.762844,0.00718249,0.00399351,-0.286579,-0.00269804,-0.00151992,0.00410301,0.310697,5,0.15
0,1.3,-0.816452,0.00643587,0.603583,0.734514,0.00691577,0.00384357,-0.303727,-0.00285951,-0.00160187,0.00410301,0.310697,5,0.15
0,1.4,-0.744705,0.0071114,0.603958,0.698161,0.00657351,0.00365227,-0.439048,-0.00413344,-0.00229478,0.00497826,0.204506,5,0.15
0,1.5,-0.676999,0.00774888,0.604312,0.656282,0.00617923,0.00343351,-0.418372,-0.00393885,-0.00218675,0.00497826,0.204506,5,0.15
0,1.6,-0.61356,0.00834619,0.604644,0.611174,0.00575455,0.00319779,-0.497073,-0.00468036,-0.0025928,0.00402116,0.134414,5,0.15
0,1.7,-0.55481,0.00889936,0.604952,0.564576,0.00531579,0.00295453,-0.451583,-0.0042519,-0.00235438,0.00402116,0.134414,5,0.15
0,1.8,-0.500646,0.00940934,0.605235,0.518051,0.00487771,0.00271201,-0.490308,-0.0046161,-0.002563,0.00437219,0.152182,5,0.15
0,1.9,-0.450917,0.00987757,0.605495,0.479531,0.00451506,0.00251057,-0.309773,-0.00291644,-0.0016205,0.00437219,0.152182,5,0.15
0,2,-0.404414,0.0103154,0.605739,0.450947,0.00424595,0.00236183,-0.283733,-0.00267103,-0.00149012,0.00441296,0.0877299,5,0.15
0,2.1,-0.36058,0.0107282,0.605968,0.42683,0.00401891,0.00223527,-0.218149,-0.00205374,-0.00114366,0.00441296,0.0877299,5,0.15
0,2.2,-0.31901,0.0111196,0.606186,0.403985,0.00380382,0.00211447,-0.2525,-0.0023772,-0.0013113,0.004065,0.0676707,5,0.15
0,2.3,-0.279701,0.0114897,0.606392,0.383403,0.00361004,0.00200747,-0.179425,-0.0016893,-0.000935048,0.004065,0.0676707,5,0.15
0,2.4,-0.242272,0.0118421,0.606588,0.36465,0.00343346,0.00191033,-0.209876,-0.0019758,-0.00110269,0.00443016,0.0305077,5,0.15
0,2.5,-0.206826,0.0121759,0.606774,0.344304,0.0032419,0.00180341,-0.207731,-0.00195578,-0.00108778,0.00443016,0.0305077,5,0.15
0,2.6,-0.173501,0.0124896,0.606948,0.321339,0.00302568,0.00168234,-0.258505,-0.00243401,-0.0013411,0.00432983,0.0184216,5,0.15
0,2.7,-0.142627,0.0127803,0.60711,0.296255,0.00278948,0.00155196,-0.251534,-0.00236847,-0.0013113,0.00432983,0.0184216,5,0.15
0,2.8,-0.114302,0.0130471,0.607258,0.269689,0.00253934,0.00141263,-0.284858,-0.00268267,-0.00146031,0.00495847,0.00584995,5,0.15
0,2.9,-0.0887567,0.0132876,0.607392,0.24114,0.00227049,0.00126529,-0.288926,-0.00272086,-0.00149757,0.00495847,0.00584995,5,0.15
0,3,-0.0661113,0.0135008,0.607511,0.211492,0.00199128,0.00111163,-0.305364,-0.00287546,-0.00160933,0.00763149,0.0017729,5,0.15
0,3.1,-0.0464786,0.0136856,0.607614,0.181262,0.00170663,0.00095237,-0.29929,-0.00281812,-0.00157952,0.00763149,0.0017729,5,0.15
