start_time,total_flight_time,total_flight_distance,is_collided,safety_ratio_agent,average_planning_time,min_planning_time,max_planning_time,initial_traj_planning_time,safety_ratio_obs,goal_planning_time,lsc_generation_time,sfc_generation_time,traj_optimization_time,mission_file_name,world_file_name,planner_mode,prediction_mode,initial_traj_mode,slack_mode,goal_mode,world_dimension,dt,horizon,N_constraint_segments
1690581591.172278139,24.8,127.767,0,1.06524,0.0250225,0.0152019,0.0796849,1.57921e-06,1e+09,0.00307302,0.000107522,0.000464837,0.021333,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_20_0.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690581655.151920652,21.4,146.624,0,1.05511,0.0285425,0.0147373,0.110412,1.50112e-06,1e+09,0.0035184,0.000106818,0.000510163,0.0243622,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_20_1.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690581718.078935995,20.8,145.581,0,1.00163,0.0275233,0.0160967,0.0689933,1.63153e-06,1e+09,0.00343002,0.00010565,0.000491289,0.0234514,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_20_10.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690581777.167419453,1e+09,125.633,0,1.03108,0.0243345,0.0144383,0.0648773,1.55267e-06,1e+09,0.00270691,0.000108453,0.000459849,0.0210144,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_20_11.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690581925.157141669,33.8,135.76,0,1.00298,0.0262375,0.0130827,0.0803392,1.57924e-06,1e+09,0.00270216,0.000106606,0.000487545,0.022897,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_20_12.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690582016.044568005,26.4,132.775,0,1.00603,0.026493,0.0149379,0.0642373,1.49686e-06,1e+09,0.00305377,0.000106284,0.000511848,0.0227765,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_20_13.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690582087.966084025,19.2,128.465,0,1.01198,0.0256713,0.0137097,0.0659532,1.56362e-06,1e+09,0.00286685,0.0001065,0.000497533,0.0221566,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_20_14.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690582279.257641459,1e+09,138.349,0,1.03353,0.0264228,0.0150075,0.0595434,1.76882e-06,1e+09,0.00337915,0.000115526,0.000655512,0.0222061,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_20_16.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690582439.852505005,21.2,157.731,0,1.00425,0.028211,0.0145273,0.0786764,1.62305e-06,1e+09,0.00416406,0.000107852,0.000457148,0.0234373,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_20_17.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690582501.533743213,21.4,134.563,0,1.01611,0.0266796,0.0130663,0.0733154,1.61867e-06,1e+09,0.00406957,0.000108882,0.000492068,0.0219637,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_20_18.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690582560.459813839,21.2,136.837,0,1.03061,0.0258298,0.0126662,0.0713732,1.59736e-06,1e+09,0.00330696,0.00010601,0.000508313,0.0218643,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_20_19.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690582617.052189533,1e+09,134.478,0,1,0.0257551,0.01442,0.0621428,1.69067e-06,1e+09,0.00249637,0.000109535,0.0004993,0.0226049,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_20_2.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690582773.609968793,1e+09,109.147,0,1,0.0285701,0.0149524,0.0892496,1.59955e-06,1e+09,0.00320157,0.000108339,0.000440466,0.0247758,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_20_20.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690582946.971357976,1e+09,140.533,0,1.01513,0.0243583,0.0141409,0.0753858,1.63803e-06,1e+09,0.00261954,0.00010915,0.000445664,0.021139,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_20_21.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690583095.150966826,26.2,130.888,0,1.00484,0.0253134,0.0120319,0.062147,1.60445e-06,1e+09,0.00293655,0.000108241,0.000478169,0.0217451,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_20_22.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690583163.464172716,31,136.1,0,1.00618,0.0256289,0.0142194,0.0659669,1.61937e-06,1e+09,0.00305035,0.000107815,0.000482909,0.0219437,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_20_23.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690583311.651738638,27.6,138.77,0,1.0142,0.0258628,0.0146552,0.0684284,1.62578e-06,1e+09,0.00340599,0.000108393,0.000466797,0.0218368,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_20_25.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690583385.062164718,20.8,162.217,0,1.00934,0.0277273,0.0128523,0.0838929,1.5892e-06,1e+09,0.0046853,0.00010963,0.00048293,0.0224039,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_20_26.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690583444.648967860,23,147.95,0,1.00304,0.0266442,0.0144289,0.0804422,1.59522e-06,1e+09,0.00404943,0.000107011,0.000478717,0.0219647,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_20_27.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690583507.847488186,1e+09,123.756,0,1.00265,0.0241778,0.0127227,0.15014,1.59292e-06,1e+09,0.00222546,0.000108412,0.000480594,0.0213195,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_20_28.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690583654.908950505,21.8,128.117,0,1.01297,0.0265957,0.013117,0.085098,1.58191e-06,1e+09,0.00342075,0.000108251,0.000474904,0.0225471,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_20_29.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
