start_time,total_flight_time,total_flight_distance,is_collided,safety_ratio_agent,average_planning_time,min_planning_time,max_planning_time,initial_traj_planning_time,safety_ratio_obs,goal_planning_time,lsc_generation_time,sfc_generation_time,traj_optimization_time,mission_file_name,world_file_name,planner_mode,prediction_mode,initial_traj_mode,slack_mode,goal_mode,world_dimension,dt,horizon,N_constraint_segments
1690595520.461935823,1e+09,285.075,0,1.00486,0.0305041,0.0151459,0.102526,1.85092e-06,1e+09,0.00264478,0.000217744,0.000528323,0.027034,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_0.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690595977.395406394,1e+09,231.658,0,1,0.0326367,0.0151625,0.10892,1.82384e-06,1e+09,0.00245963,0.00021533,0.000464046,0.0294209,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_10.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690596375.290814284,1e+09,286.861,0,1.00333,0.0303485,0.0169515,0.0869759,1.80652e-06,1e+09,0.00254797,0.000213159,0.000457733,0.0270524,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_11.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690597530.981694814,1e+09,323.604,0,1,0.0323239,0.0165847,0.137923,2.08757e-06,1e+09,0.00342966,0.000235214,0.000673508,0.0278687,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_15.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690597925.705534095,1e+09,295.078,0,1.00056,0.0311894,0.017188,0.0859935,1.90115e-06,1e+09,0.00294154,0.000218196,0.000546941,0.0273976,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_16.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690598550.604224498,1e+09,282.461,0,1.00021,0.0301914,0.0127883,0.166559,1.94043e-06,1e+09,0.0027639,0.000215607,0.000515449,0.0266168,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_19.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690598919.451525944,1e+09,291.676,0,1.00084,0.0326043,0.0166398,0.123232,1.93106e-06,1e+09,0.00256423,0.000213759,0.000493578,0.0292543,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_2.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690599317.109807082,1e+09,267.308,0,1.0017,0.0327423,0.0166821,0.125434,1.94307e-06,1e+09,0.00262596,0.000219236,0.000502018,0.0293149,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_20.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690599716.562714103,33,291.338,0,1.00627,0.0334529,0.01675,0.104516,1.93067e-06,1e+09,0.00354143,0.000214467,0.000492256,0.0291265,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_21.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690599943.556482531,26.6,276.534,0,1.00159,0.0316662,0.0146968,0.118996,1.98924e-06,1e+09,0.00334641,0.000217341,0.000494344,0.0275285,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_22.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690600300.671563014,23.2,268.881,0,1.01043,0.0311857,0.0162682,0.137621,1.90769e-06,1e+09,0.00349344,0.000213196,0.000479149,0.0269204,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_25.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690600528.748232143,23,277.398,0,1.00282,0.0323189,0.0169397,0.0833018,1.8933e-06,1e+09,0.00386244,0.000213072,0.000478582,0.0276872,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_27.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690601369.540778804,26.4,302.786,0,1.00385,0.0328098,0.0170725,0.0933145,2.02135e-06,1e+09,0.00390423,0.000216611,0.000494607,0.0281139,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_3.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690645371.193400373,23.2,268.881,0,1.01043,0.0315969,0.0166882,0.138852,1.44544e-06,1e+09,0.00347699,0.000217406,0.00045713,0.0273688,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_25.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690645601.567791071,23,277.398,0,1.00282,0.032843,0.0169482,0.0866271,1.48681e-06,1e+09,0.00388229,0.000217723,0.000467015,0.0281996,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_27.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
1690661620.785532282,23.2,268.881,0,1.01043,0.0403555,0.0204865,0.179837,2.28697e-06,1e+09,0.00466264,0.000259349,0.000723301,0.0345989,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_25.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,3,-1
