start_time,total_flight_time,total_flight_distance,is_collided,safety_ratio_agent,average_planning_time,min_planning_time,max_planning_time,initial_traj_planning_time,obstacle_prediction_time,goal_planning_time,lsc_generation_time,sfc_generation_time,traj_optimization_time,mission_file_name,world_file_name,planner_mode,prediction_mode,initial_traj_mode,slack_mode,goal_mode,world_dimension,dt,horizon,N_constraint_segments
1688493409.040339163,21.2,54.6789,0,1.28136,0.00948543,0.00528336,0.0857533,7.86083e-07,1.31018e-05,0.00228238,2.77672e-05,0.000583112,0.00656766,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_10_0.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688493419.843957163,24.2,52.7678,0,1.06514,0.0089871,0.00542476,0.0366941,8.9718e-07,1.28233e-05,0.00220223,2.73948e-05,0.000597126,0.00613631,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_10_1.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688493431.478797400,23.4,70.8631,0,1.05927,0.00911627,0.00496991,0.0478907,8.27756e-07,1.30739e-05,0.00233151,2.80482e-05,0.000621514,0.00611069,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_10_10.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688493442.888177773,16.4,59.2057,0,1.02821,0.00913958,0.00472542,0.0451459,8.84317e-07,1.32214e-05,0.00223271,2.68257e-05,0.000527699,0.00632745,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_10_11.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688493451.066435792,33.4,66.1186,0,1.05277,0.0107119,0.00509486,0.0490049,8.72433e-07,1.31065e-05,0.00357629,2.77401e-05,0.000621287,0.0064617,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_10_12.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688493469.822648262,37.8,86.8396,0,1.01319,0.0103014,0.00437355,0.0486735,9.45882e-07,1.32358e-05,0.00365155,2.73591e-05,0.000520823,0.00607659,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_10_13.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688493490.194007169,21.6,65.2215,0,1.15481,0.00974684,0.00520682,0.0715208,9.12808e-07,1.28079e-05,0.00295584,2.71354e-05,0.000598815,0.00614076,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_10_14.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688493501.456850976,24.8,61.83,0,1.2402,0.00918676,0.00538044,0.0639583,9.27269e-07,1.33503e-05,0.00228259,2.80825e-05,0.000586558,0.00626457,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_10_15.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688493513.612216900,19.2,70.4594,0,1.07698,0.00958534,0.00480768,0.0566616,1.00354e-06,1.35405e-05,0.00264914,2.6992e-05,0.000599685,0.00628417,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_10_16.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688493523.533773268,35.8,77.1432,0,1.25218,0.00973397,0.00442627,0.0582972,9.27942e-07,1.32786e-05,0.0029397,2.78886e-05,0.000561422,0.0061798,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_10_17.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688493541.950275528,24,88.2948,0,1.13896,0.0102005,0.00388659,0.0537539,1.03353e-06,1.31066e-05,0.00344472,2.7629e-05,0.00053662,0.0061663,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_10_18.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688493554.984565449,32.2,70.4838,0,1.09015,0.0102402,0.00530059,0.066294,1.0261e-06,1.33564e-05,0.00319614,2.84322e-05,0.000580758,0.00640933,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_10_19.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688493572.328190421,28.8,78.5247,0,1.0787,0.0108364,0.00526795,0.0713364,1.11002e-06,1.3541e-05,0.00386198,2.8292e-05,0.00060709,0.00631303,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_10_2.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688493588.842774398,33.6,69.0741,0,1.17375,0.010484,0.00433245,0.0536534,9.90101e-07,1.33813e-05,0.00338024,2.81531e-05,0.000530436,0.00651984,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_10_20.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688493607.326249082,27.2,62.104,0,1.18768,0.00912302,0.00532844,0.0361902,1.00865e-06,1.37216e-05,0.00236807,2.86884e-05,0.000553881,0.00614639,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_10_21.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688493620.548974154,30.8,59.1551,0,1.20509,0.00901264,0.00480239,0.0590696,1.01315e-06,1.33741e-05,0.00216355,2.86729e-05,0.000594142,0.00620106,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_10_22.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688493635.286360426,22.8,82.7379,0,1.05217,0.0103469,0.00489968,0.0404396,9.96024e-07,1.34829e-05,0.00359583,2.70379e-05,0.000567223,0.00613104,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_10_23.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688493647.844534393,31.6,70.9655,0,1.07347,0.0100614,0.00504842,0.0501056,1.03825e-06,1.37057e-05,0.00291963,2.79085e-05,0.00055531,0.00653246,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_10_24.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688493664.617133913,31.2,85.5688,0,1.07385,0.0100438,0.00443742,0.0457441,1.07837e-06,1.38091e-05,0.00319956,2.82047e-05,0.000576509,0.00621345,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_10_25.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688493681.149051709,25.8,54.4326,0,1.33885,0.00952579,0.00562084,0.0656328,9.77452e-07,1.35928e-05,0.0024587,2.8377e-05,0.000582157,0.00643099,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_10_26.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688493694.223268792,29.2,60.5798,0,1.2561,0.00913536,0.0051005,0.0411959,9.70177e-07,1.35381e-05,0.00225781,2.86205e-05,0.000582484,0.00624093,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_10_27.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688493708.398023000,32.2,68.6647,0,1.23058,0.00969146,0.00509336,0.0475684,1.09445e-06,1.36445e-05,0.00268066,2.87847e-05,0.000544577,0.00641156,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_10_28.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688493724.882080325,20.6,61.173,0,1.19919,0.00974574,0.00425948,0.0420701,1.00898e-06,1.3732e-05,0.00285142,2.79759e-05,0.000589879,0.00625097,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_10_29.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688493735.656886245,29.4,73.1027,0,1.05028,0.0107883,0.00523112,0.0675292,9.54556e-07,1.31033e-05,0.0038324,2.69321e-05,0.000515369,0.00638838,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_10_3.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
