id,t,px,py,pz,vx,vy,vz,ax,ay,az,planning_time,qp_cost,planning_report,size,id,t,px,py,pz,vx,vy,vz,ax,ay,az,planning_time,qp_cost,planning_report,size,id,t,px,py,pz,vx,vy,vz,ax,ay,az,planning_time,qp_cost,planning_report,size,id,t,px,py,pz,vx,vy,vz,ax,ay,az,planning_time,qp_cost,planning_report,size,id,t,px,py,pz,vx,vy,vz,ax,ay,az,planning_time,qp_cost,planning_report,size,id,t,px,py,pz,vx,vy,vz,ax,ay,az,planning_time,qp_cost,planning_report,size,id,t,px,py,pz,vx,vy,vz,ax,ay,az,planning_time,qp_cost,planning_report,size,id,t,px,py,pz,vx,vy,vz,ax,ay,az,planning_time,qp_cost,planning_report,size,id,t,px,py,pz,vx,vy,vz,ax,ay,az,planning_time,qp_cost,planning_report,size,id,t,px,py,pz,vx,vy,vz,ax,ay,az,planning_time,qp_cost,planning_report,size
0,0,3.1304,-2.43751,0.652516,0,0,0,0,0,0,0.00914527,1.92797,5,0.1,1,0,-0.250662,-1.15732,0.615022,0,0,0,0,0,0,0.0136611,3.51219,5,0.1,2,0,-1.16831,5.80438,0.691406,0,0,0,0,0,0,0.010582,1.58116,5,0.1,3,0,-1.62497,-5.65589,0.520161,0,0,0,0,0,0,0.017724,1.31425,5,0.1,4,0,4.53802,-2.41255,0.559718,0,0,0,0,0,0,0.0450016,3.5122,5,0.1,5,0,3.24316,-3.22416,0.524636,0,0,0,0,0,0,0.0095076,3.5122,5,0.1,6,0,-1.61693,-2.23626,0.576328,0,0,0,0,0,0,0.00934065,0.299004,5,0.1,7,0,0.800503,-0.170374,0.621832,0,0,0,0,0,0,0.0140763,0.893069,5,0.1,8,0,-4.56657,-3.5933,0.639843,0,0,0,0,0,0,0.0277747,3.5122,5,0.1,9,0,-3.33236,4.57543,0.567824,0,0,0,0,0,0,0.0307868,0.93868,5,0.1
0,0.1,3.12885,-2.43747,0.652461,-0.0438698,0.00111125,-0.00155643,-0.779897,0.0197738,-0.027664,0.00914527,1.92797,5,0.1,1,0.1,-0.250621,-1.15524,0.615016,0.00117947,0.0592563,-0.000176113,0.0209678,1.05344,-0.00313297,0.0136611,3.51219,5,0.1,2,0.1,-1.16709,5.80442,0.692094,0.0346217,0.00135079,0.019517,0.615507,0.0240505,0.346966,0.010582,1.58116,5,0.1,3,0.1,-1.62469,-5.65499,0.521027,0.00814833,0.0253633,0.0245918,0.144869,0.450909,0.437185,0.017724,1.31425,5,0.1,4,0.1,4.53593,-2.41255,0.559639,-0.0592254,0.00025779,-0.00224998,-1.05289,0.00455976,-0.0399984,0.0450016,3.5122,5,0.1,5,0.1,3.24357,-3.22211,0.524574,0.0118896,0.0580374,-0.00175079,0.211358,1.03177,-0.0311248,0.0095076,3.5122,5,0.1,6,0.1,-1.61633,-2.23612,0.576353,0.0168005,0.00403859,0.000701286,0.298671,0.0717789,0.0124723,0.00934065,0.299004,5,0.1,7,0.1,0.799824,-0.16957,0.621809,-0.0192769,0.0228294,-0.000646897,-0.342704,0.405855,-0.0115037,0.0140763,0.893069,5,0.1,8,0.1,-4.56452,-3.5933,0.640274,0.0579916,-0.000115111,0.0122331,1.03095,-0.00204146,0.217475,0.0277747,3.5122,5,0.1,9,0.1,-3.33233,4.57472,0.56864,0.000958517,-0.0200167,0.0231791,0.0170618,-0.35584,0.412069,0.0307868,0.93868,5,0.1
0,0.2,3.11994,-2.43724,0.652145,-0.138652,0.00351667,-0.00491887,-1.03986,0.026226,-0.0368953,0.015906,1.5818,5,0.1,1,0.2,-0.250381,-1.1432,0.61498,0.00372753,0.187281,-0.000555813,0.0279695,1.40458,-0.00417233,0.0193725,2.92579,5,0.1,2,0.2,-1.16006,5.8047,0.696058,0.109422,0.00426769,0.0616834,0.820637,0.0321865,0.462621,0.0116314,1.29727,5,0.1,3,0.2,-1.62303,-5.64984,0.526022,0.0257522,0.0801682,0.0777215,0.193179,0.601053,0.582904,0.0199668,1.07828,5,0.1,4,0.2,4.5239,-2.41249,0.559182,-0.187182,0.000816584,-0.00711083,-1.40381,0.00607967,-0.0533462,0.0401889,2.9268,5,0.1,5,0.2,3.24599,-3.21033,0.524219,0.0375748,0.183427,-0.0055328,0.281811,1.37568,-0.0415146,0.0117816,2.92579,5,0.1,6,0.2,-1.61292,-2.2353,0.576495,0.0530958,0.0127614,0.00221729,0.398278,0.0957251,0.0166297,0.0113749,0.245317,5,0.1,7,0.2,0.795908,-0.164932,0.621678,-0.0609264,0.0721522,-0.00204444,-0.456899,0.541136,-0.0153482,0.0113131,0.73272,5,0.1,8,0.2,-4.55274,-3.59332,0.642759,0.183284,-0.000369549,0.0386626,1.37472,-0.0026226,0.289977,0.0288145,2.92578,5,0.1,9,0.2,-3.33214,4.57066,0.573348,0.00302792,-0.0632644,0.0732586,0.0228882,-0.474215,0.549406,0.0318709,0.770148,5,0.1
0,0.3,3.1003,-2.43674,0.651448,-0.257936,0.00653006,-0.00915099,-1.27248,0.0321716,-0.0451431,0.015906,1.5818,5,0.1,1,0.3,-0.249853,-1.11666,0.614901,0.0069438,0.348821,-0.00103572,0.0343658,1.7262,-0.00512972,0.0193725,2.92579,5,0.1,2,0.3,-1.14456,5.8053,0.704794,0.203559,0.00795573,0.114751,1.0042,0.0392795,0.566095,0.0116314,1.29727,5,0.1,3,0.3,-1.61938,-5.63849,0.53703,0.047911,0.149121,0.144587,0.236377,0.735551,0.713289,0.0199668,1.07828,5,0.1,4,0.3,4.49738,-2.41238,0.558283,-0.348672,0.00151582,-0.010154,-1.72588,0.00749528,-0.0105947,0.0401889,2.9268,5,0.1,5,0.3,3.25131,-3.18433,0.523435,0.0699863,0.341643,-0.0103068,0.346363,1.69067,-0.0510141,0.0117816,2.92579,5,0.1,6,0.3,-1.6054,-2.23349,0.576809,0.0987811,0.0237424,0.00412473,0.487335,0.117138,0.0203513,0.0113749,0.245317,5,0.1,7,0.3,0.787279,-0.154714,0.621388,-0.113339,0.134227,-0.00380445,-0.559125,0.662178,-0.0187755,0.0113131,0.73272,5,0.1,8,0.3,-4.52677,-3.59337,0.648238,0.341387,-0.00067465,0.0720122,1.68943,-0.00329316,0.356372,0.0288145,2.92578,5,0.1,9,0.3,-3.33171,4.5617,0.583724,0.00564829,-0.11767,0.136282,0.0279248,-0.58043,0.672311,0.0318709,0.770148,5,0.1
0,0.4,3.06826,-2.43593,0.650312,-0.380397,0.00962615,-0.0134945,-1.12259,0.0283718,-0.0398457,0.00783252,1.25154,5,0.1,1,0.4,-0.24899,-1.07329,0.614773,0.0102546,0.515136,-0.00153035,0.0303909,1.5263,-0.00452995,0.0141299,2.51562,5,0.1,2,0.4,-1.11927,5.80629,0.71905,0.300205,0.0117421,0.169232,0.885904,0.0343323,0.499427,0.0142807,1.02641,5,0.1,3,0.4,-1.61343,-5.61996,0.554992,0.0706583,0.219917,0.213234,0.208557,0.648975,0.629276,0.0217227,0.853153,5,0.1,4,0.4,4.45403,-2.41219,0.557264,-0.514984,0.00224113,-0.00979006,-1.52612,0.00655651,0.0153482,0.0331026,2.51627,5,0.1,5,0.4,3.26001,-3.14186,0.522153,0.103354,0.504541,-0.0152215,0.306249,1.49477,-0.0450909,0.0144525,2.51201,5,0.1,6,0.4,-1.59313,-2.23054,0.577322,0.14568,0.0350118,0.00608265,0.429928,0.103474,0.0179708,0.00747282,0.194096,5,0.1,7,0.4,0.773199,-0.138039,0.620916,-0.167148,0.197954,-0.00561178,-0.493318,0.584189,-0.0165403,0.0158484,0.579737,5,0.1,8,0.4,-4.48433,-3.59346,0.657191,0.50416,-0.000995398,0.106347,1.49369,-0.00286102,0.3151,0.0239739,2.51189,5,0.1,9,0.4,-3.331,4.54708,0.600654,0.00833273,-0.173533,0.200985,0.0245571,-0.512123,0.593126,0.0286765,0.609356,5,0.1
0,0.5,3.0245,-2.43483,0.648759,-0.494296,0.0125069,-0.0175368,-1.09951,0.0278205,-0.0390187,0.00783252,1.25154,5,0.1,1,0.5,-0.247808,-1.01417,0.614596,0.0133816,0.665351,-0.00199657,0.0305418,1.41001,-0.00455976,0.0141299,2.51562,5,0.1,2,0.5,-1.08474,5.80764,0.738516,0.390089,0.0152312,0.219904,0.867702,0.033766,0.489153,0.0142807,1.02641,5,0.1,3,0.5,-1.6053,-5.59467,0.579519,0.0918172,0.285763,0.277081,0.20425,0.635654,0.616334,0.0217227,0.853153,5,0.1,4,0.5,4.39492,-2.41193,0.556397,-0.665209,0.00291839,-0.00726236,-1.41031,0.00661612,0.0329204,0.0331026,2.51627,5,0.1,5,0.5,3.27192,-3.08386,0.520399,0.134868,0.654323,-0.0198614,0.307813,1.42929,-0.0453219,0.0144525,2.51201,5,0.1,6,0.5,-1.57637,-2.22651,0.578021,0.1893,0.0455067,0.00790535,0.42107,0.101298,0.0175945,0.00747282,0.194096,5,0.1,7,0.5,0.753973,-0.115269,0.62027,-0.2172,0.257226,-0.0072903,-0.483166,0.572173,-0.0162013,0.0158484,0.579737,5,0.1,8,0.5,-4.42637,-3.59357,0.669446,0.653929,-0.00129305,0.138771,1.43,-0.00293553,0.316717,0.0239739,2.51189,5,0.1,9,0.5,-3.33005,4.52712,0.623773,0.0108235,-0.225495,0.261164,0.0240207,-0.501633,0.580929,0.0286765,0.609356,5,0.1
0,0.6,2.96999,-2.43345,0.646825,-0.590783,0.0149488,-0.02096,-0.790954,0.0201464,-0.0280738,0.0113859,0.931747,5,0.1,1,0.6,-0.246328,-0.941228,0.614375,0.0160884,0.785942,-0.00239909,0.022456,0.957876,-0.00339746,0.0137525,2.33482,5,0.1,2,0.6,-1.04172,5.80932,0.762768,0.466236,0.0181913,0.26283,0.62418,0.0240803,0.351906,0.0115525,0.764144,5,0.1,3,0.6,-1.59518,-5.56315,0.610077,0.109741,0.341547,0.331166,0.146925,0.457525,0.443399,0.0165536,0.635156,5,0.1,4,0.6,4.32199,-2.41161,0.555849,-0.785851,0.00350475,-0.00361502,-0.958443,0.00488758,0.038296,0.0361071,2.33526,5,0.1,5,0.6,3.28684,-3.01187,0.518202,0.162148,0.778425,-0.0238791,0.226498,1.00446,-0.033319,0.0138592,2.31596,5,0.1,6,0.6,-1.5555,-2.2215,0.578893,0.22625,0.0543952,0.00945032,0.302911,0.0728369,0.0126362,0.00874628,0.144499,5,0.1,7,0.6,0.730019,-0.0869013,0.619466,-0.259599,0.307437,-0.00871271,-0.347584,0.411608,-0.0116527,0.0147103,0.459705,5,0.1,8,0.6,-4.35441,-3.59372,0.684796,0.778151,-0.00155568,0.166842,1.00636,-0.00214577,0.232905,0.0390317,2.31424,5,0.1,9,0.6,-3.32885,4.50225,0.652575,0.0129282,-0.26952,0.312144,0.0174046,-0.360966,0.417948,0.0378053,0.453657,5,0.1
0,0.7,2.90703,-2.43185,0.644591,-0.666718,0.0168819,-0.0236547,-0.684351,0.0174195,-0.0242814,0.0113859,0.931747,5,0.1,1,0.7,-0.244605,-0.858905,0.614118,0.0183421,0.850522,-0.00273921,0.0211969,0.361148,-0.0031963,0.0137525,2.33482,5,0.1,2,0.7,-0.992028,5.81126,0.79078,0.526161,0.0205085,0.296613,0.540055,0.0209212,0.304464,0.0115525,0.764144,5,0.1,3,0.7,-1.58348,-5.52675,0.645372,0.123846,0.385467,0.373734,0.127114,0.395805,0.383623,0.0165536,0.635156,5,0.1,4,0.7,4.23967,-2.41123,0.55569,-0.850492,0.00399575,0.000526384,-0.361711,0.00461936,0.0427589,0.0361071,2.33526,5,0.1,5,0.7,3.30418,-2.93005,0.515662,0.184166,0.847914,-0.0267563,0.201106,0.405893,-0.0231564,0.0138592,2.31596,5,0.1,6,0.7,-1.53138,-2.2157,0.5799,0.25533,0.0613872,0.0106636,0.262074,0.0629872,0.0109337,0.00874628,0.144499,5,0.1,7,0.7,0.702351,-0.0546522,0.618538,-0.292968,0.332283,-0.0098316,-0.30072,0.0958478,-0.0100881,0.0147103,0.459705,5,0.1,8,0.7,-4.27261,-3.59388,0.702661,0.847822,-0.00177361,0.190218,0.407487,-0.00207126,0.219878,0.0390317,2.31424,5,0.1,9,0.7,-3.32747,4.47353,0.685843,0.0145968,-0.304174,0.352268,0.0150353,-0.312299,0.361599,0.0378053,0.453657,5,0.1
0,0.8,2.8374,-2.43009,0.642121,-0.72037,0.0182509,-0.0255585,-0.359535,0.00905991,-0.0127554,0.012562,0.65787,5,0.1,1,0.8,-0.242676,-0.772775,0.61383,0.0200875,0.866026,-0.00300109,0.0127181,0,-0.00193715,0.0166568,2.2716,5,0.1,2,0.8,-0.93708,5.8134,0.821756,0.568505,0.022161,0.320484,0.283569,0.0107288,0.159889,0.0102978,0.539532,5,0.1,3,0.8,-1.57055,-5.4865,0.684402,0.133812,0.416505,0.403811,0.0666976,0.207663,0.201434,0.0214328,0.448447,5,0.1,4,0.8,4.15354,-2.41081,0.555952,-0.866032,0.00438094,0.0046283,0.000238419,0.00274181,0.0379384,0.0382205,2.42908,5,0.1,5,0.8,3.32348,-2.84401,0.512894,0.20023,0.866026,-0.0283375,0.111341,0,-0.00783801,0.0155703,2.2425,5,0.1,6,0.8,-1.50472,-2.20929,0.581014,0.275877,0.0663221,0.0115201,0.137627,0.0331402,0.00575185,0.0131315,0.173935,5,0.1,7,0.8,0.671756,-0.0213924,0.617511,-0.316545,0.328696,-0.0106215,-0.157923,-0.157223,-0.00530481,0.0144637,0.546177,5,0.1,8,0.8,-4.18658,-3.59407,0.722661,0.866032,-0.00194311,0.208323,-0.000238419,-0.0013113,0.132024,0.0275448,2.23883,5,0.1,9,0.8,-3.32595,4.44176,0.722631,0.0157714,-0.32866,0.380619,0.00786781,-0.164032,0.189871,0.0289035,0.320307,5,0.1
0,0.9,2.76365,-2.42822,0.639504,-0.752947,0.019072,-0.0267141,-0.257522,0.00649691,-0.00913069,0.012562,0.65787,5,0.1,1,0.9,-0.240602,-0.686172,0.61352,0.0214014,0.866026,-0.00320012,0.0122087,-3.72529e-06,-0.00184402,0.0166568,2.2716,5,0.1,2,0.9,-0.878877,5.81567,0.854567,0.594201,0.0231393,0.334972,0.203136,0.00777841,0.114527,0.0102978,0.539532,5,0.1,3,0.9,-1.55685,-5.44385,0.725744,0.139857,0.435323,0.422064,0.0477657,0.148743,0.144284,0.0214328,0.448447,5,0.1,4,0.9,4.0674,-2.41026,0.556667,-0.85204,0.00756979,0.0101672,0.285134,0.05427,0.0675432,0.0382205,2.42908,5,0.1,5,0.9,3.34407,-2.75741,0.51007,0.211463,0.866026,-0.0277106,0.10106,0,0.0186935,0.0155703,2.2425,5,0.1,6,0.9,-1.47631,-2.20244,0.582204,0.292981,0.0710279,0.0123373,0.180677,0.0539422,0.00936911,0.0131315,0.173935,5,0.1,7,0.9,0.639348,0.0101769,0.616424,-0.330855,0.298329,-0.0111022,-0.113122,-0.419606,-0.00380352,0.0144637,0.546177,5,0.1,8,0.9,-4.09997,-3.59427,0.74418,0.866023,-0.00207797,0.221954,2.98023e-05,-0.0012517,0.126608,0.0275448,2.23883,5,0.1,9,0.9,-3.32433,4.40811,0.761598,0.0164829,-0.343524,0.397824,0.00560284,-0.11754,0.136007,0.0289035,0.320307,5,0.1
