start_time,total_flight_time,total_flight_distance,is_collided,safety_ratio_agent,average_planning_time,min_planning_time,max_planning_time,initial_traj_planning_time,obstacle_prediction_time,goal_planning_time,lsc_generation_time,sfc_generation_time,traj_optimization_time,mission_file_name,world_file_name,planner_mode,prediction_mode,initial_traj_mode,slack_mode,goal_mode,world_dimension,dt,horizon,N_constraint_segments
1688494875.683189516,30.6,123.732,0,1.16995,0.00990945,0.00530119,0.0582228,8.78862e-07,2.41275e-05,0.0024396,4.83839e-05,0.000607195,0.00677615,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_20_0.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688494907.718562013,30.2,148.881,0,1.10099,0.0104823,0.00506523,0.0637315,8.45799e-07,2.4178e-05,0.00286497,4.81412e-05,0.000575105,0.00695563,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_20_1.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688494941.051318651,41.6,154.674,0,1.02569,0.010084,0.00456133,0.544257,8.73774e-07,2.40613e-05,0.00247969,4.88899e-05,0.000604422,0.00691264,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_20_10.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688494984.925898820,29.8,122.517,0,1.10794,0.0101904,0.00518928,0.05391,9.24111e-07,2.495e-05,0.00240867,4.99743e-05,0.000624792,0.00706716,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_20_11.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688495016.922856821,29.2,143.647,0,1.03443,0.0101835,0.00524264,0.053284,9.34829e-07,2.48794e-05,0.00260117,4.89941e-05,0.000587739,0.00690605,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_20_12.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688495048.263479763,30.4,136.502,0,1.12028,0.0120118,0.00469536,0.0664296,1.14195e-06,2.88745e-05,0.00297545,5.77394e-05,0.000709265,0.00822123,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_20_13.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688495086.815131145,31.4,156.263,0,1.06193,0.0144902,0.00627185,0.0839045,1.29285e-06,3.16647e-05,0.00438979,6.10663e-05,0.000799797,0.00918578,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_20_14.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688495134.584633730,41,156.636,0,1.03926,0.0138411,0.00651475,0.0971861,1.33048e-06,3.15265e-05,0.00404775,6.02796e-05,0.000790959,0.00888879,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_20_15.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688495193.817728915,35.4,135.944,0,1.06692,0.0125611,0.00561285,0.0939151,1.27905e-06,3.10913e-05,0.00308082,5.99894e-05,0.000750245,0.00861818,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_20_16.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688495240.545545225,30,136.687,0,1.0567,0.0135763,0.00565056,0.0756434,1.31246e-06,3.24827e-05,0.00374993,6.17371e-05,0.000828908,0.00888129,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_20_17.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688495283.718320369,44,159.384,0,1.04389,0.0134791,0.00571114,0.133105,1.1775e-06,2.92268e-05,0.00390111,5.93021e-05,0.000736232,0.00873436,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_20_18.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688495345.322198735,33.6,136.927,0,1.12536,0.0124286,0.00523507,0.0981097,1.2327e-06,3.07948e-05,0.00301633,5.93657e-05,0.000771919,0.00853017,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_20_19.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688495389.391398637,34.4,141.321,0,1.03964,0.0132497,0.00605479,0.105335,1.35459e-06,3.12436e-05,0.00356044,5.95318e-05,0.000763686,0.00881418,/home/vivek/catkin_ws/src/lsc_planner/missions/room/room_drone_20_2.json,/home/vivek/catkin_ws/src/lsc_planner/world/room.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
