start_time,total_flight_time,total_flight_distance,is_collided,safety_ratio_agent,average_planning_time,min_planning_time,max_planning_time,initial_traj_planning_time,obstacle_prediction_time,goal_planning_time,lsc_generation_time,sfc_generation_time,traj_optimization_time,mission_file_name,world_file_name,planner_mode,prediction_mode,initial_traj_mode,slack_mode,goal_mode,world_dimension,dt,horizon,N_constraint_segments
1688424288.145204611,1e+09,262.17,0,1.10762,0.0125086,0.0057074,0.0703748,8.77259e-07,4.61308e-05,0.00329966,9.49095e-05,0.000681436,0.00836605,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_0.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688424443.347207785,1e+09,294.659,0,1.00367,0.0127484,0.0056971,0.0904476,9.53887e-07,4.62902e-05,0.00337645,9.54759e-05,0.000746862,0.00846265,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_1.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688424601.511059711,1e+09,238.358,0,1.05471,0.0121906,0.00572519,0.0773044,9.21187e-07,4.61934e-05,0.00317079,9.42387e-05,0.000684084,0.00817496,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_10.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688424752.834259292,31.8,249.069,0,1.01704,0.0125586,0.00615968,0.0795101,8.81387e-07,4.58566e-05,0.00372947,9.24143e-05,0.000665851,0.0080054,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_11.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688424836.710081157,1e+09,286.19,0,1.03582,0.0123673,0.00575225,0.0649412,9.01059e-07,4.59663e-05,0.00353381,9.48289e-05,0.000653062,0.00801983,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_12.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688424990.424304176,1e+09,298.48,0,1.00626,0.012592,0.00515188,0.114094,8.93373e-07,4.59233e-05,0.00355952,9.49773e-05,0.000682491,0.00818914,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_13.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688425146.804759856,31.2,226.508,0,1.04104,0.0122723,0.00556218,0.0653395,8.91536e-07,4.48876e-05,0.00347516,9.15809e-05,0.00069654,0.00794516,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_14.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688425227.323583553,1e+09,306.64,0,1.01429,0.0160171,0.00526482,0.15795,1.10589e-06,5.66351e-05,0.00549774,0.000106839,0.00118794,0.00913581,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_15.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688425426.077007593,1e+09,339.276,0,1.0439,0.0157665,0.0053814,0.138492,1.44071e-06,5.89249e-05,0.0050212,0.000115276,0.00116928,0.00936697,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_16.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688425621.178905008,1e+09,287.432,0,1.07171,0.0113752,0.00576299,0.168256,1.08171e-06,4.40863e-05,0.00325752,8.86995e-05,0.000594285,0.00737179,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_17.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688425762.555525767,1e+09,259.223,0,1.05753,0.0146927,0.00572842,0.13669,1.39204e-06,5.58414e-05,0.00446455,0.000113467,0.000983901,0.0090437,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_18.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688425944.781288464,1e+09,289.64,0,1.07539,0.0126445,0.00578272,0.0828505,1.24042e-06,4.73678e-05,0.00353416,9.63929e-05,0.000671633,0.00827378,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_19.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688426101.865393091,24.6,235.346,0,1.05945,0.011909,0.00549041,0.0528627,1.23081e-06,4.55659e-05,0.00339691,9.18799e-05,0.00065869,0.00769549,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_2.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688426164.130126772,1e+09,233.292,0,1.04044,0.0116089,0.00620839,0.133718,1.2059e-06,4.52332e-05,0.00295958,9.29117e-05,0.000665574,0.00782573,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_20.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688426308.484373083,1e+09,279.5,0,1.05089,0.0124545,0.00576761,0.0957483,1.22229e-06,4.60552e-05,0.00350642,9.44781e-05,0.000681957,0.00810523,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_21.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688426463.210225527,1e+09,316.879,1,0.606675,0.0126951,0.00531963,0.0893586,1.20671e-06,5.10534e-05,0.00374915,9.79715e-05,0.000870659,0.00789828,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_22.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688426620.700841927,29.2,292.253,0,1.04358,0.013416,0.00592218,0.0816141,1.15622e-06,4.49944e-05,0.00497426,8.94328e-05,0.000663843,0.00762383,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_23.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688426703.068721929,1e+09,325.12,0,1.01087,0.0135958,0.00540107,0.0850179,1.30011e-06,5.42371e-05,0.00420043,0.000127874,0.000882346,0.00829913,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_24.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688426871.305445044,1e+09,274.831,0,1.0248,0.0128969,0.0055275,0.0802515,1.26986e-06,5.2283e-05,0.00375778,0.00010249,0.000868015,0.00808853,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_25.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688427031.514001970,1e+09,288.347,0,1.02851,0.0136308,0.00530453,0.178436,1.27658e-06,5.38248e-05,0.004206,9.75569e-05,0.000999701,0.00824403,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_26.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688427200.315378572,1e+09,327.414,0,1.01947,0.0139505,0.00565832,0.0896068,1.33303e-06,5.6751e-05,0.0046309,0.000106424,0.00104873,0.00807508,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_27.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688427373.241698959,1e+09,293.226,0,1.03659,0.0118161,0.00532482,0.0971112,1.09006e-06,4.56648e-05,0.00361593,9.04942e-05,0.000614898,0.00743034,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_28.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688427520.029307395,1e+09,291.069,0,1.012,0.0125535,0.00571212,0.0885136,1.26793e-06,4.70087e-05,0.00351045,9.67951e-05,0.000679725,0.00819926,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_29.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688427675.914071211,1e+09,299.729,0,1.00499,0.0108575,0.00557289,0.0662732,1.00515e-06,4.06709e-05,0.00308521,8.56227e-05,0.000539338,0.00709068,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_3.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688427811.310797419,1e+09,269.937,0,1.02697,0.00963448,0.00510644,0.0705696,7.16445e-07,3.61138e-05,0.00257554,7.96199e-05,0.000475412,0.00645611,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_4.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688427930.910996904,1e+09,286.907,0,1.0954,0.00937713,0.00513174,0.0536808,7.09759e-07,3.51129e-05,0.00247228,7.84247e-05,0.000471885,0.00630823,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_5.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688428047.375098296,1e+09,284.193,0,1.0275,0.0096049,0.00523847,0.0413483,8.0193e-07,3.81097e-05,0.0027409,7.97412e-05,0.000496466,0.00623477,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_6.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688428167.085049533,1e+09,266.846,0,1.02266,0.00984617,0.00558238,0.0576081,7.04133e-07,3.58124e-05,0.0028047,7.8736e-05,0.000539024,0.00637634,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_7.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688428289.333915163,1e+09,288.454,0,1.05666,0.00998096,0.00509867,0.0427526,8.04233e-07,3.96747e-05,0.00293217,8.02712e-05,0.000573524,0.00633821,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_8.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
1688428413.225798320,1e+09,299.112,0,1.01727,0.00973642,0.00496514,0.0646308,7.64337e-07,3.67762e-05,0.00276743,8.13582e-05,0.00051302,0.00632569,/home/vivek/catkin_ws/src/lsc_planner/missions/bookstore/bookstore_drone_40_9.json,/home/vivek/catkin_ws/src/lsc_planner/world/bookstore.bt,LSC,previous_solution,previous_solution,none,static,3,0.2,1,-1
